id,herb_hindi,synonyms,herb_english,botanical_name,varga_category,classical_properties,raw_karma_sanskrit,english_symptoms,hindi_symptoms,blocking_issues,warnings
BPN_0796,शिग्रोः मधुशिग्रोः पुष्पम्,,"मधुशिग्रु, शोभाञ्जनपुष्प

शिग्रोः पुष्पं तु कटुकं तीक्ष्णोष्णं स्नायुशोथकृत् |

कृमिहृत्कफवातघ्नं विद्रधिप्लीहगुल्मजित् |

मधु शिग्रोस्त्वक्षिहितं रक्तपित्तप्रसादनम् ||४२||",,धान्यवर्गः,Rasa: कटु | Guna: तीक्ष्ण | Virya: उष्ण,"स्नायुशोथनुत्, कृमिहृत्, कफ-वातघ्न, विद्रधि-प्लीह-गुरुम-जित्, अक्षिहित, रक्त-पित्त-प्रसादन",,,HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0798,"फलशाकानि, कूष्माण्डम्","कूष्माण्ड, पुष्पफल, पीतपुष्प, बृहत्फल","कूष्माण्डं स्यात्पुष्पफलं पीतपुष्पं बृहत्फलम् |

कूष्माण्डं बृंहणं वृष्यं गुरु पित्तास्रवातनुत् |

बालं पित्तापहं शीतं मध्यमं कफकारकम् ||४५||

वृद्धं नातिहिमं स्वादु सक्षारं दीपनं लघु |

बस्तिशुद्धिकरं चेतोरोगहृत्सर्वदोषजित् ||४६||",,धान्यवर्गः,"Rasa: स्वादु | Guna: , गुरु | Virya: शीत","बृंहण, वृष्य, पित्ता-अस्रवातनुत्,,",,,MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0801,वृद्ध,,,,धान्यवर्गः,Rasa: स्वादु | Guna: लघु,"वृद्धंनातिहिम, सक्षार, दीपन, बस्तिशुद्धिकर, चेतोरोगहृत्, सर्वदोषजित्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0803,पक्वा,,,,धान्यवर्गः,Rasa: तिक्त,"अग्निजननी, सक्षारा, कफ-वातनुत्",,,CONTEXT_DEPENDENT_HEADWORD,
BPN_0804,अलाबुः - दीर्घा वर्तुला च,"अलाबू, तुम्बी","अलाबूः कथिता तुम्बी द्विधा दीर्घा च वर्तुला |

मिष्टतुम्बीफलं हृद्यं पित्तश्लेष्मापहं गुरु |

वृष्यं रुचिकरं प्रोक्तं धातुपुष्टिविवर्धनम् ||४८|||",,धान्यवर्गः,Guna: गुरु,"हृद्य, पित्त-श्लेष्मा-पह, वृष्य, रुचिकर, धातुपुष्टिविवर्धन",,,HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0808,कारवेल्लं कारवेल्ली च,"कारवेल्ल, कठिल्ल, कारवेल्ली","कारवेल्लं कठिल्लं स्यात्कारवेल्ली ततो लघुः |

कारवेल्लं हिमं भेदि लघु तिक्तमवातलम् |

ज्वरपित्तकफास्रघ्नं पाण्डुमेहकृमीन्हरेत् |

तद्गुणा कारवेल्ली स्याद्विशेषाद्दीपनी लघुः ||५२||",,धान्यवर्गः,Rasa: तिक्त | Guna: लघु | Virya: शीत,"भेदि, अवातल, ज्वर-पित्त-कफा-अस्रघ्न, पाण्डु-मेह-कृमीहर, विशेषाद्दीपनी",,,MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0812,अथ पटोलस्य मूल नाल पत्र फलानां गुणानाह,,"पटोलस्य भवेन्मूलं विरेचनकरं सुखात् |

नालं श्लेष्महरं पत्रं पित्तहारी फलं पुनः |

दोषत्रयहरं प्रोक्तं तद्वत्तिक्ता पटोलिका ||५८||",,धान्यवर्गः,,मूलं विरेचनकर; नालं श्लेष्महर; पत्रं पित्तहारी; फलं दोषत्रयहर,,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,MISSING_CLASSICAL_PROPERTIES|LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0813,"बिम्बी (कुन्दुरी, कन्दूरी)","बिम्बी, रक्तफला, तुण्डी, तुण्डीकेरी, बिम्बिका, ओष्ठोपमफला, पीलुपर्णी","बिम्बी रक्तफला तुण्डी तुण्डीकेरी च बिम्बिका |

ओष्ठोपमफला प्रोक्ता पीलुपर्णी च कथ्यते ||५९||

बिम्बीफलं स्वादु शीतं गुरु पित्तास्रवातजित् |

स्तम्भनं लेखनं रुच्यं विबन्धाध्मानकारकम् ||६०||",,धान्यवर्गः,Rasa: स्वादु | Guna: गुरु | Virya: शीत,"पित्तास्रवातजित्, स्रंभन, लेखन, रुच्य, विबन्धाध्मानकारक",,,HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0814,शिम्बीः - पुस्तशिम्बी च,"शिम्बी, पुस्तशिम्बि, पुस्तकशिम्बिका","शिम्बिः शिम्बी पुस्तशिम्बी तथा पुस्तकशिम्बिका |

शिम्बीद्वयं च मधुरं रसे पाके हिमं गुरु |

बल्यं दाहकरं प्रोक्तं श्लेष्मलं वातपित्तजित् ||६१||",,धान्यवर्गः,Rasa: मधुर | Guna: गुरु | Virya: शीत | Vipaka: मधुर,"बल्य, दाहकर, श्लेष्मल, वात-पित्तजित्",,,MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0818,अथ तद्बालवृद्धफलयोर्गुणानाह,,"तद्बालं कफपित्तघ्नं वृद्धं पित्तकरं लघु |

वृन्ताकं पित्तलं किञ्चिदङ्गारपरिपाचितम् ||६५||

कफमेदोऽनिलामघ्नमत्यर्थं लघु दीपनम् |

तदेव हि गुरु स्निग्धं सतैलं लवणान्वितम् ||६६||

अपरं श्वेतवृन्ताकं कुक्कुटाण्डसमं भवेत् |

तदर्शःसु विशेषेण हितं हीनं च पूर्वतः ||६७||",,धान्यवर्गः,Guna: गुरु,"कफ-पित्तघ्न, पित्तकर",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0819,अथ अङ्गारपरिपाचित वृन्ताक फलगुणानाह,,"तद्बालं कफपित्तघ्नं वृद्धं पित्तकरं लघु |

वृन्ताकं पित्तलं किञ्चिदङ्गारपरिपाचितम् ||६५||

कफमेदोऽनिलामघ्नमत्यर्थं लघु दीपनम् |

तदेव हि गुरु स्निग्धं सतैलं लवणान्वितम् ||६६||

अपरं श्वेतवृन्ताकं कुक्कुटाण्डसमं भवेत् |

तदर्शःसु विशेषेण हितं हीनं च पूर्वतः ||६७||",,धान्यवर्गः,Guna: लघु,"पित्तल, किञ्चिदङ्गारपरिपाचित, कफ-मेदो-अनिल-आमघ्न, दीपन",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0820,अथ तैल लवणान्वितवृन्ताकस्य श्वेतवृन्ताकस्य च गुणानाह,,"तद्बालं कफपित्तघ्नं वृद्धं पित्तकरं लघु |

वृन्ताकं पित्तलं किञ्चिदङ्गारपरिपाचितम् ||६५||

कफमेदोऽनिलामघ्नमत्यर्थं लघु दीपनम् |

तदेव हि गुरु स्निग्धं सतैलं लवणान्वितम् ||६६||

अपरं श्वेतवृन्ताकं कुक्कुटाण्डसमं भवेत् |

तदर्शःसु विशेषेण हितं हीनं च पूर्वतः ||६७||",,धान्यवर्गः,"Guna: गुरु, स्निग्ध","सतैल, लवणान्वित, कुक्कुटाण्डसम, अर्शःसुविशेषहित, हीन",,,COMMENTARY_AS_HEADWORD|HEADWORD_TOO_LONG|MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0826,"नालशाकानि, सार्षपनालम्",,"तीक्ष्णोष्णं सार्षपं नालं वातश्लेष्मव्रणापहम् |

कण्डूवमिहरं दद्रुकुष्ठघ्नं रुचिकारकम् ||७३||",,धान्यवर्गः,Guna: तीक्ष्ण | Virya: उष्ण,"वात-श्लेष्म-व्रणापह, कण्डू-कृमिहर, दद्रु-कुष्ठघ्न, रुचिकारक",,,MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0827,"कन्दशाकानि, सुरणम्","सूरन, कन्द, ओल, कन्दल, अर्शोघ्न","सूरणः कन्द ओलश्च कन्दलोऽर्शोघ्न इत्यपि |

सूरणो दीपनो रूक्षः कषायः कण्डुकृत् कटुः |

विष्टम्भी विशदो रुच्यः कफार्शः कृन्तनो लघुः ||७४||

विशेषादर्शसे पथ्यः प्लीहगुल्मविनाशनः |

सर्वेषां कन्दशाकानां सूरणः श्रेष्ठ उच्यते ||७५||

दद्रूणां कुष्ठिनां रक्तपित्तिनां न हितो हि सः |

सन्धानयोगं सम्प्राप्तः सूरणो गुणवत्तरः ||७६||",,धान्यवर्गः,"Rasa: कषाय, कटु, विशद | Guna: रूक्ष, लघु","कण्डुकृत्, विष्टम्भी, रुच्य, कफा-आर्शःकृन्तन, विशेषादर्शसपथ्य, प्लीह-गुल्म-विनाशन, श्रेष्ठ, दद्रू-कुष्टि-रक्त-पित्ताहित, सन्धानयोगसम्प्राप्त, गुणवत्तर, दीपन",,,MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0840,कसेरु चिचोढम्,"राजकसेरुक, चिचोढ","कसेरु द्विविधं तत्तु महद्राजकसेरुकम् |

मुस्ताकृति लघु स्याद्यत्तच्चिचोढमिति स्मृतम् ||९१||

कसेरुकद्वयं शीतं मधुरं तुवरं गुरु |

पित्तशोणितदाहघ्नं नयनामयनाशनम् |

ग्राहि शुक्रानिलश्लेष्मारुचिस्तन्यकरं स्मृतम् ||९२||",,धान्यवर्गः,"Rasa: मधुर, तुवर | Guna: गुरु | Virya: शीत","पित्त-शोणित-दाहघ्न, नयनामयनाशन, ग्राहि, शुक्रा-अनिल-श्लेष्मा-अरुचि-स्तन्यकर",,,MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0841,शूलकम् भिस्साण्डम्,"कमलकन्द, शालूक, करहाट","पद्मादिकन्दः शालूकं करहाटश्च कथ्यते |

मृणालमूलं भिस्साण्डं लजालूकश्च कथ्यते ||९३||

शालूकं शीतलं वृष्यं पित्तदाहास्रहृद्गुरु |

दुर्जरं स्वादुपाकश्च स्तन्यानिलकफप्रदम् |

संग्राहि मधुरं रूक्षं भिस्साण्डमपि तद्गुणम् ||९४||",,धान्यवर्गः,"Guna: रूक्ष, गुरु | Virya: शीतल | Vipaka: मधुर","वृष्य, पित्त-दाह-अस्रनुत्, दुर्जर, स्तन्या-अनिल-कफप्रद,",,,MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
BPN_0844,संस्वेदजशाकानि,"संस्वेदज, भूमिच्छत्र, शिलीन्ध्रक","उक्तं संस्वेदजं शाकं भूमिच्छत्रं शिलीन्ध्रकम् |

क्षितिगोमयकाष्ठेषु वृक्षादिषु तदुद्भवेत् ||९७||

सर्वे संस्वेदजाः शीता दोषलाः पिच्छिलाश्च ते |

गुरवश्छर्द्यतीसारज्वरश्लेष्मामयप्रदाः ||९८||

श्वेताशुभ्रस्थलीकाष्ठवंशगोव्रणसम्भवाः |

नातिदोषकरास्ते स्युः शेषास्तेभ्यो विगर्हिताः ||९९||",,धान्यवर्गः,Guna: पिच्छिल | Virya: शीता,"दोषला, गुरु -छर्दि-अतीसार-ज्वर-श्लेष्मा-आमयप्रदा, श्वेताशुचिस्थलीकाष्ठवंशगोमयसम्भव, नातिदोषकर",,,MULTI_ENTITY_OR_GROUP_HEADWORD,LEGACY_HERB_ENGLISH_CONTAINS_SANSKRIT_TEXT
