herb_sanskrit,varga_category,synonyms,classical_properties,raw_karma_sanskrit,english_disease,english_herb,botanical_name,english_guess,source_text,source_verse_ids
रक्तापमार्गः,गुडूच्यादिवर्गः,"वशिर, वृत्तफल, धामार्गव, प्रत्यक्पर्णी, केशपर्णी, कपिपिप्पली",Guna: रूक्ष | Virya: शीत,"वातविष्टम्भी, कफहृत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0308
कोकिलाक्षः,गुडूच्यादिवर्गः,"कोकिलाक्ष, काकेक्षु, इक्षुर, क्षुरक, क्षुर, भिक्षु, काण्डेक्षु, इक्षुगन्धा और इक्षुबालिका","Rasa: तिक्त, स्वादु, अम्ल | Guna: पिच्छिल | Virya: शीत","वृष्य, पिच्छिल, वाता-आम-शोथा-अश्म-तृष्णा-दृष्टि -अनिला-अस्रजित्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0310
अस्थिसंहारकः,गुडूच्यादिवर्गः,"ग्रन्थिमान्, अस्थिसंहारी, वज्राङ्गी, अस्थिश्रृंखला,","Rasa: स्वादु | Guna: रूक्ष, लघु, | Virya: उष्ण","वात-श्लेष्महर, अस्थियुक्, सर, कृमिघ्न, दुर्नामघ्न, अक्षिरो-गजित्, वृष्य, पाचन, पित्तल",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0311
कुमारी,गुडूच्यादिवर्गः,"कुमारी, गृहकन्या, कन्या और घृतकुमारिका","Rasa: मधुर, तिक्त | Virya: शीत","भेदनी, नेत्र्या, रसायनी, बृंहणी, बल्या, वृष्या, वात-विषप्रणुत्, गुल्म-प्लीह-यकृत्वृद्धि-कफ-ज्वर-हरी, ग्रन्थ्यग्निदग्धविस्फोट-पित्त-रक्त-त्वगामयहर",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0313
श्वेतपुनर्णवा,गुडूच्यादिवर्गः,"पुनर्नवा, श्वेतमूला, शोथघ्नी और दीर्घपत्रिका","Rasa: कटु, कषाय","पाण्डुघ्नी, दीपनी, शोफा-अनिल-गर-श्लेष्म-हरी, ब्रध्नो-उदरप्रणुत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0314
गन्धप्रसारणी,गुडूच्यादिवर्गः,"प्रसारणी, राजबला, भद्रपर्णी, प्रतानिनी, सरणी, सारणी, भद्रा, बला और कटम्भरा",Rasa: तिक्त | Guna: गुरु | Virya: उष्ण,"वृष्या, बलसन्धानकृत्, सरा, वातहृत्, वात-रक्त-कफापहा",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0316
भृङ्गराज,गुडूच्यादिवर्गः,"भृङ्गराज, भृङ्गरज, मार्कव, भृङ्ग, अङ्गारक, केशराज, भृङ्गार और केशरञ्जन","Rasa: कटु | Guna: तीक्ष्ण, रूक्ष | Virya: उष्ण","कफ-वातनुत्, केश्य, त्वच्य, कृमि-श्वास-कास-शोथा-आम-पाण्डु-नुत्, दन्त्य, रसायन, बल्य, कुष्ठ-नेत्रशिरऽर्तिनुत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0320
शणपुष्पी,गुडूच्यादिवर्गः,"शणपुष्पी, घण्टा तथा शणपुष्पसमाकृति","Rasa: कटु, तिक्त","वामिनी, कफ-पित्तजित्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0321
त्रायमाणा,गुडूच्यादिवर्गः,"बलभद्रा, त्रायमाणा, त्रायन्ती, गिरिजा तथा अनुजा","Rasa: तुवर,  तिक्त","सरा, पित्त-कफापहा, ज्वर-हृद्रोग-गुल्मा-आर्श-भ्रम-शूल-विष-प्रणुत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0322
मूर्वा,गुडूच्यादिवर्गः,"मूर्वा, मधुरसा, देवी, मोरटा, तेजनी, खुवा, मधूलिका, मधुश्रेजी, गोकर्णी पीलुपर्णी","Rasa: स्वादु, तिक्त | Guna: गुरु","सरा, पित्ता-अस्र-मेह-नुत्, त्रिदोष-तृष्णा-हृद्रोग-कण्डू-कुष्ठ-ज्वरा-पहा",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0323
काकमाची,गुडूच्यादिवर्गः,,"Rasa: तिक्त, कटु | Guna: स्निग्ध | Virya: उष्ण","त्रिदोषघ्नी, स्वर-शुक्रदा, रसायनी, शोथ-कुष्ठा-आर्श-ज्वर-मेह-जित्, नेत्रहिता, हिक्का -च्छर्दि-हृद्रोगनाशिनी",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0324
काकनासा,गुडूच्यादिवर्गः,"काकनासा, काकाङ्गी और काकतुण्डफला","Rasa: कषाय, तिक्त, कटु | Virya: उष्ण | Vipaka: कटु","कफघ्नी, वामनी, शोथा-आर्श-श्वित्र-कुष्ठ-हृत्",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0325
काकजङ्घा,गुडूच्यादिवर्गः,"काकजङ्घा, नदीकान्ता, काकतिक्ता, सुलोमशा, पारावतपदी, दासी और काका","Rasa: तिक्त, कषाय | Virya: शीत","कफ-पित्तजित्, ज्वर-पित्ता-अस्र-व्रण-कण्डू-विष-क्रिमीहनाशन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0326
नागपुष्पी,गुडूच्यादिवर्गः,"नागपुष्पी, श्वेतपुष्पा, नागिनी और रामदूतिका",Rasa: तिक्त | Guna: तीक्ष्ण | Virya: उष्ण,"रोचनी, कफ-पित्तनुत्, विष-शूल-योनिदोष-वमि-क्रिमीहन",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0327
मेषश्रुङ्गी,गुडूच्यादिवर्गः,"मेषशृङ्गी, विषाणी, मेषवल्ली और अजशृङ्गिका",Rasa: तिक्त | Guna: रूक्ष | Vipaka: कटु,"वातला, श्वास-कासहृत्, पित्त-व्रण-श्लेष्मा-अक्षि-शूलनुत्, कुष्ठ-मेह-कफ-प्रणुत्, दीपन, स्रंसन, कास-क्रिमि-व्रण-विषापह",,,,,Bhavaprakasha Nighantu (legacy professor dataset; test use),BPN_0328
